id,original,simple,references,score,system
27,"on 14 november, an interview with journalist piers morgan was published, where ronaldo said that he felt ""betrayed"" by ten hag and ""two or three others"" who wanted ronaldo to leave the club, while also adding that the club ""doubted"" him when he said he could not attend pre-season training due to the illness of his daughter, and that he did not respect ten hag ""because he doesn't show respect for me"", leading him to be disappointed with the communication of the club.","on 14 november, an interview with journalist piers morgan was published. in the interview, ronaldo said that he felt ""betrayed"" by ten hag and ""two or three others"" who wanted ronaldo to leave the club.","['on november 14th, ronaldo said in an interview that he felt “betrayed” by ten hag and others who wanted ronaldo to leave the club. he also added that the club “doubted” him when he could not attend pre-season practice due to his sick daughter. finally, he said that he does not respect ten hag “because he doesn’t show respect for me.”']",0.394867733424094,T5-3B
28,"on 3 november 2022, the british foreign secretary james cleverly announced that the uk and mauritius had decided to begin negotiations on sovereignty over the british indian ocean territory, taking into account the recent international legal proceedings.","on 3 november 2022, uk foreign secretary james cleverly stated that the uk and mauritius had chosen to open negotiations regarding sovereignty of the british indian ocean territory. this decision was made taking recent international legal proceedings into consideration.","['on 3 november 2022, the british foreign secretary james cleverly declared that mauritius and the uk would begin talks to discuss control over the british indian ocean territory. this was taking into account the recent international legal proceedings.']",0.42503079385045145,GPT-3-few-shot
28,"on 3 november 2022, the british foreign secretary james cleverly announced that the uk and mauritius had decided to begin negotiations on sovereignty over the british indian ocean territory, taking into account the recent international legal proceedings.","on 3 november 2022, james cleverly, the british foreign secretary, declared that the uk and mauritius would start negotiations about who should have control over the british indian ocean territory, considering the most recent international legal cases.","['on 3 november 2022, the british foreign secretary james cleverly declared that mauritius and the uk would begin talks to discuss control over the british indian ocean territory. this was taking into account the recent international legal proceedings.']",0.45779378738702997,GPT-3-zero-shot
28,"on 3 november 2022, the british foreign secretary james cleverly announced that the uk and mauritius had decided to begin negotiations on sovereignty over the british indian ocean territory, taking into account the recent international legal proceedings.","on 3 november 2022, the british foreign secretary james cleverly declared that mauritius and the uk would begin talks to discuss control over the british indian ocean territory. this was taking into account the recent international legal proceedings.","['on 3 november 2022, the british foreign secretary james cleverly declared that mauritius and the uk would begin talks to discuss control over the british indian ocean territory. this was taking into account the recent international legal proceedings.']",0.9657738095238096,Human 1 Writing
28,"on 3 november 2022, the british foreign secretary james cleverly announced that the uk and mauritius had decided to begin negotiations on sovereignty over the british indian ocean territory, taking into account the recent international legal proceedings.","on november 3rd, 2022, the british foreign secretary said the uk and mauritius were discussing granting independence over the british indian ocean territory. ","['on 3 november 2022, the british foreign secretary james cleverly declared that mauritius and the uk would begin talks to discuss control over the british indian ocean territory. this was taking into account the recent international legal proceedings.']",0.3701350873927496,Human 2 Writing
28,"on 3 november 2022, the british foreign secretary james cleverly announced that the uk and mauritius had decided to begin negotiations on sovereignty over the british indian ocean territory, taking into account the recent international legal proceedings.","on 3 november 2022, the british foreign secretary james cleverly said that the uk and mauritius had decided to start talks to take over the british indian ocean territory. this was because of legal cases that were going on before.","['on 3 november 2022, the british foreign secretary james cleverly declared that mauritius and the uk would begin talks to discuss control over the british indian ocean territory. this was taking into account the recent international legal proceedings.']",0.48121417753070544,Muss
28,"on 3 november 2022, the british foreign secretary james cleverly announced that the uk and mauritius had decided to begin negotiations on sovereignty over the british indian ocean territory, taking into account the recent international legal proceedings.","on 3 november 2022, the british foreign secretary james cleverly announced that the uk and mauritius had decided to start talks about sovereignty over the british indian ocean territory.","['on 3 november 2022, the british foreign secretary james cleverly declared that mauritius and the uk would begin talks to discuss control over the british indian ocean territory. this was taking into account the recent international legal proceedings.']",0.39263156833991436,T5-3B
29,"on november 2, 2022, poland's minister of national defence mariusz blaszczak announces the construction of a barrier along the border with the russian exclave of kaliningrad, as poland believes that russia will use the border to illegally transport african and asian immigrants to europe.","on november 2, 2022, mariusz blaszczak, poland's minister of national defence, announced plans to build a barrier along the border with kaliningrad, a russian exclave. poland fears that russia might use the border to smuggle african and asian immigrants into europe.","['on november 2, 2022, poland’s minister of national defence announced the creation of a barrier along the border of a russian exclave. poland believes russia will use the border to transport illegal immigrants to europe.']",0.4940368820891649,GPT-3-few-shot
29,"on november 2, 2022, poland's minister of national defence mariusz blaszczak announces the construction of a barrier along the border with the russian exclave of kaliningrad, as poland believes that russia will use the border to illegally transport african and asian immigrants to europe.","on november 2, 2022, poland's minister of national defence, mariusz blaszczak, proclaimed that they would build a wall along their border with the russian region of kaliningrad. poland suspects that russia may use this border to smuggle african and asian immigrants into europe.","['on november 2, 2022, poland’s minister of national defence announced the creation of a barrier along the border of a russian exclave. poland believes russia will use the border to transport illegal immigrants to europe.']",0.374279433073262,GPT-3-zero-shot
29,"on november 2, 2022, poland's minister of national defence mariusz blaszczak announces the construction of a barrier along the border with the russian exclave of kaliningrad, as poland believes that russia will use the border to illegally transport african and asian immigrants to europe.","on november 2, 2022, poland’s minister of national defence announced the creation of a barrier along the border of a russian exclave. poland believes russia will use the border to transport illegal immigrants to europe.","['on november 2, 2022, poland’s minister of national defence announced the creation of a barrier along the border of a russian exclave. poland believes russia will use the border to transport illegal immigrants to europe.']",0.9279137529137529,Human 1 Writing
29,"on november 2, 2022, poland's minister of national defence mariusz blaszczak announces the construction of a barrier along the border with the russian exclave of kaliningrad, as poland believes that russia will use the border to illegally transport african and asian immigrants to europe.","recently,  poland’s minister of national defence announced that poland will create a barrier along its border with the russian exclave of kaliningrad. they aim to stop russia from illegally transporting migrants to europe.","['on november 2, 2022, poland’s minister of national defence announced the creation of a barrier along the border of a russian exclave. poland believes russia will use the border to transport illegal immigrants to europe.']",0.4128597074267833,Human 2 Writing
29,"on november 2, 2022, poland's minister of national defence mariusz blaszczak announces the construction of a barrier along the border with the russian exclave of kaliningrad, as poland believes that russia will use the border to illegally transport african and asian immigrants to europe.","on november 2, 2022, poland's minister of national defence mariusz blaszczak said that they would build a wall along the border with russia's kaliningrad because they thought that people from russia were trying to enter europe through that area.","['on november 2, 2022, poland’s minister of national defence announced the creation of a barrier along the border of a russian exclave. poland believes russia will use the border to transport illegal immigrants to europe.']",0.3821844161073294,Muss
29,"on november 2, 2022, poland's minister of national defence mariusz blaszczak announces the construction of a barrier along the border with the russian exclave of kaliningrad, as poland believes that russia will use the border to illegally transport african and asian immigrants to europe.","on november 2, 2022, poland's minister of national defence mariusz blaszczak announces the construction of a barrier along the border with the russian exclave of kaliningrad. poland believes that russia will use the border to illegally transport african and asian immigrants to europe.","['on november 2, 2022, poland’s minister of national defence announced the creation of a barrier along the border of a russian exclave. poland believes russia will use the border to transport illegal immigrants to europe.']",0.517629517966954,T5-3B
30,"on november 5, 2022, fifa sent out a letter to all participating nations telling them to cease and avoid any further or current discussion of qatar's poor human rights records to ""respect all opinions and beliefs, without handing out moral lessons to the rest of the world"" and to ""focus on the football.""","on november 5, 2022, fifa asked all participating nations to stop and avoid any further talk about qatar's poor human rights records. they requested this out of respect for all opinions and beliefs, without trying to give moral advice to the rest of the world, and to focus on the game of football.","['on november 5, 2022, fifa sent a letter to all of its participating nations. this letter told them to stop discussing qatar’s poor human rights records to “respect all opinions and beliefs, without handing out moral lessons to the rest of the world” and to “focus on the football.”.']",0.46448386348282295,GPT-3-few-shot
30,"on november 5, 2022, fifa sent out a letter to all participating nations telling them to cease and avoid any further or current discussion of qatar's poor human rights records to ""respect all opinions and beliefs, without handing out moral lessons to the rest of the world"" and to ""focus on the football.""","fifa told all participating nations to stop talking about qatar's human rights records on november 5, 2022. they wanted everyone to ""respect all opinions and beliefs without telling the rest of the world what to do"" and urged people to ""focus on the football.""","['on november 5, 2022, fifa sent a letter to all of its participating nations. this letter told them to stop discussing qatar’s poor human rights records to “respect all opinions and beliefs, without handing out moral lessons to the rest of the world” and to “focus on the football.”.']",0.35682901347499896,GPT-3-zero-shot
30,"on november 5, 2022, fifa sent out a letter to all participating nations telling them to cease and avoid any further or current discussion of qatar's poor human rights records to ""respect all opinions and beliefs, without handing out moral lessons to the rest of the world"" and to ""focus on the football.""","on november 5, 2022, fifa sent a letter to all of its participating nations. this letter told them to stop discussing qatar’s poor human rights records to “respect all opinions and beliefs, without handing out moral lessons to the rest of the world” and to “focus on the football.”.","['on november 5, 2022, fifa sent a letter to all of its participating nations. this letter told them to stop discussing qatar’s poor human rights records to “respect all opinions and beliefs, without handing out moral lessons to the rest of the world” and to “focus on the football.”.']",0.9656414880117546,Human 1 Writing
30,"on november 5, 2022, fifa sent out a letter to all participating nations telling them to cease and avoid any further or current discussion of qatar's poor human rights records to ""respect all opinions and beliefs, without handing out moral lessons to the rest of the world"" and to ""focus on the football.""","on november 5, 2022, fifa sent a letter to all participating nations. it told them to stop any discussion of qatar’s poor human rights records, to “respect all opinions and beliefs, without handing out moral lessons to the rest of the world"", and to ""focus on the football.""","['on november 5, 2022, fifa sent a letter to all of its participating nations. this letter told them to stop discussing qatar’s poor human rights records to “respect all opinions and beliefs, without handing out moral lessons to the rest of the world” and to “focus on the football.”.']",0.72068369932289,Human 2 Writing
30,"on november 5, 2022, fifa sent out a letter to all participating nations telling them to cease and avoid any further or current discussion of qatar's poor human rights records to ""respect all opinions and beliefs, without handing out moral lessons to the rest of the world"" and to ""focus on the football.""","on november 5, 2022, fifa sent out a letter to all participating nations telling them to stop talking about qatar and to focus on the football. the letter said that they should ""respect all opinions and beliefs, without handing out moral lessons to the rest of the world"".","['on november 5, 2022, fifa sent a letter to all of its participating nations. this letter told them to stop discussing qatar’s poor human rights records to “respect all opinions and beliefs, without handing out moral lessons to the rest of the world” and to “focus on the football.”.']",0.5483516692445264,Muss
30,"on november 5, 2022, fifa sent out a letter to all participating nations telling them to cease and avoid any further or current discussion of qatar's poor human rights records to ""respect all opinions and beliefs, without handing out moral lessons to the rest of the world"" and to ""focus on the football.""","on 5 november 2022, fifa sent out a letter to all the nations in the fifa world cup, asking them to stop talking about qatar's human rights problems and to ""focus on the football. ""","['on november 5, 2022, fifa sent a letter to all of its participating nations. this letter told them to stop discussing qatar’s poor human rights records to “respect all opinions and beliefs, without handing out moral lessons to the rest of the world” and to “focus on the football.”.']",0.32593763713890417,T5-3B
31,"on november 9, fetterman was projected as the winner of the election by media outlets.","on november 9, media outlets announced that fetterman had won the election.","['on novermber 9, media outlets predicted fetterman would win the us senate election in pennsylvania.']",0.4758485228222071,GPT-3-few-shot
31,"on november 9, fetterman was projected as the winner of the election by media outlets.",the media projected fetterman to win the election on november 9.,"['on novermber 9, media outlets predicted fetterman would win the us senate election in pennsylvania.']",0.3833599870636908,GPT-3-zero-shot
31,"on november 9, fetterman was projected as the winner of the election by media outlets.","on novermber 9, media outlets predicted fetterman would win the us senate election in pennsylvania.","['on novermber 9, media outlets predicted fetterman would win the us senate election in pennsylvania.']",0.8229166666666666,Human 1 Writing
31,"on november 9, fetterman was projected as the winner of the election by media outlets.","on november 9, fetterman was predicted by the media as the winner of the election.","['on novermber 9, media outlets predicted fetterman would win the us senate election in pennsylvania.']",0.36589549159187046,Human 2 Writing
31,"on november 9, fetterman was projected as the winner of the election by media outlets.","on november 9, the media said that fetterman was the winner of the election.","['on novermber 9, media outlets predicted fetterman would win the us senate election in pennsylvania.']",0.3799120795107034,Muss
31,"on november 9, fetterman was projected as the winner of the election by media outlets.","on november 9, fetterman was thought to be the winner of the election by media outlets.","['on novermber 9, media outlets predicted fetterman would win the us senate election in pennsylvania.']",0.4185185185185185,T5-3B
32,"on the fifth day of flight, november 20, 2022, at 19:09 utc, the orion spacecraft entered the lunar sphere of influence, thus the moon's gravitational force became stronger than earth's relative to the spacecraft.","on november 20, 2022, the orion spacecraft started to be affected by the moon's gravity more than earth's. this happened at 19:09 utc, after five days of flight.","[""on the fifth day of flight, the orion spaceship entered the lunar sphere of influence. this means that the moon's gravitational force could influence the spaceship more than the earth's.""]",0.3166728054387588,GPT-3-few-shot
32,"on the fifth day of flight, november 20, 2022, at 19:09 utc, the orion spacecraft entered the lunar sphere of influence, thus the moon's gravitational force became stronger than earth's relative to the spacecraft.","on november 20, 2022 at 19:09 utc, the orion spacecraft began to be affected by the moon's gravity, since it had entered the moon's sphere of influence.","[""on the fifth day of flight, the orion spaceship entered the lunar sphere of influence. this means that the moon's gravitational force could influence the spaceship more than the earth's.""]",0.3124899726936285,GPT-3-zero-shot
32,"on the fifth day of flight, november 20, 2022, at 19:09 utc, the orion spacecraft entered the lunar sphere of influence, thus the moon's gravitational force became stronger than earth's relative to the spacecraft.","on the fifth day of flight, the orion spaceship entered the lunar sphere of influence. this means that the moon's gravitational force could influence the spaceship more than the earth's.","[""on the fifth day of flight, the orion spaceship entered the lunar sphere of influence. this means that the moon's gravitational force could influence the spaceship more than the earth's.""]",0.9931891025641025,Human 1 Writing
32,"on the fifth day of flight, november 20, 2022, at 19:09 utc, the orion spacecraft entered the lunar sphere of influence, thus the moon's gravitational force became stronger than earth's relative to the spacecraft.","on november 20, 2022, at 19:09 utc, the orion spacecraft entered the lunar sphere of influence. this meant that the moon was pulling the spacecraft with more gravitational force than the earth.","[""on the fifth day of flight, the orion spaceship entered the lunar sphere of influence. this means that the moon's gravitational force could influence the spaceship more than the earth's.""]",0.43928691879954523,Human 2 Writing
32,"on the fifth day of flight, november 20, 2022, at 19:09 utc, the orion spacecraft entered the lunar sphere of influence, thus the moon's gravitational force became stronger than earth's relative to the spacecraft.","on november 20, 2022, at 19:09 utc, the spacecraft entered the lunar sphere of influence and the moon's gravity became stronger than the earth's when the spacecraft was very close to it.","[""on the fifth day of flight, the orion spaceship entered the lunar sphere of influence. this means that the moon's gravitational force could influence the spaceship more than the earth's.""]",0.3483242865578084,Muss
32,"on the fifth day of flight, november 20, 2022, at 19:09 utc, the orion spacecraft entered the lunar sphere of influence, thus the moon's gravitational force became stronger than earth's relative to the spacecraft.","on the fifth day of flight, november 20, 2022, at 19:09 utc, the orion spacecraft entered the lunar sphere of influence, so the moon's gravitational force became stronger than earth's relative to the spacecraft.","[""on the fifth day of flight, the orion spaceship entered the lunar sphere of influence. this means that the moon's gravitational force could influence the spaceship more than the earth's.""]",0.5263213815375859,T5-3B
33,"once inaugurated in january 2023, she will become the first female governor of massachusetts as well as the first openly lesbian woman and third openly lgbt person (after kate brown and jared polis) to take office as governor of a u.s. state.","in january 2023, she will be sworn in as the governor of massachusetts and will become the first female to do so. she is also the first openly lesbian and third openly lgbt person after kate brown and jared polis to be elected governor of a us state.","['she will officially start her position as governor of massachusetts in january 2023. when this happens, she will become the first female governor of massachussets. she will also be the first openly lesbian woman and third openly lgbt person to take office as governor of a u.s state.']",0.427609345404196,GPT-3-few-shot
33,"once inaugurated in january 2023, she will become the first female governor of massachusetts as well as the first openly lesbian woman and third openly lgbt person (after kate brown and jared polis) to take office as governor of a u.s. state.","she will become the first female governor of massachusetts in january 2023, and the first openly lesbian governor of a u.s. state, along with the third openly lgbt person (after kate brown and jared polis).","['she will officially start her position as governor of massachusetts in january 2023. when this happens, she will become the first female governor of massachussets. she will also be the first openly lesbian woman and third openly lgbt person to take office as governor of a u.s state.']",0.3736787127386752,GPT-3-zero-shot
33,"once inaugurated in january 2023, she will become the first female governor of massachusetts as well as the first openly lesbian woman and third openly lgbt person (after kate brown and jared polis) to take office as governor of a u.s. state.","she will officially start her position as governor of massachusetts in january 2023. when this happens, she will become the first female governor of massachussets. she will also be the first openly lesbian woman and third openly lgbt person to take office as governor of a u.s state.","['she will officially start her position as governor of massachusetts in january 2023. when this happens, she will become the first female governor of massachussets. she will also be the first openly lesbian woman and third openly lgbt person to take office as governor of a u.s state.']",0.9696912157933664,Human 1 Writing
33,"once inaugurated in january 2023, she will become the first female governor of massachusetts as well as the first openly lesbian woman and third openly lgbt person (after kate brown and jared polis) to take office as governor of a u.s. state.",she will become the first openly lesbian woman and third openly lbgt person to be governor of a u.s. state.,"['she will officially start her position as governor of massachusetts in january 2023. when this happens, she will become the first female governor of massachussets. she will also be the first openly lesbian woman and third openly lgbt person to take office as governor of a u.s state.']",0.4135150349233718,Human 2 Writing
33,"once inaugurated in january 2023, she will become the first female governor of massachusetts as well as the first openly lesbian woman and third openly lgbt person (after kate brown and jared polis) to take office as governor of a u.s. state.","when she takes office in january 2023, she will be the first woman governor of massachusetts and the first openly lesbian governor of any u.s. state. she will also be the first openly lesbian governor of any u.s. state.","['she will officially start her position as governor of massachusetts in january 2023. when this happens, she will become the first female governor of massachussets. she will also be the first openly lesbian woman and third openly lgbt person to take office as governor of a u.s state.']",0.39346897586015056,Muss
33,"once inaugurated in january 2023, she will become the first female governor of massachusetts as well as the first openly lesbian woman and third openly lgbt person (after kate brown and jared polis) to take office as governor of a u.s. state.","when inaugurated in january 2023, she will become the first female governor of massachusetts as well as the first openly lesbian woman and third openly lgbt person to hold the office of governor of a u.s. state.","['she will officially start her position as governor of massachusetts in january 2023. when this happens, she will become the first female governor of massachussets. she will also be the first openly lesbian woman and third openly lgbt person to take office as governor of a u.s state.']",0.5002054915734161,T5-3B
34,"repeatedly besieged during the war of restoration of independence, it was during the siege of the city of elvas, led by the spanish commander don luis de haro in 1658, that the fort stood out for its defenders' heroic resistance.","during the war of restoration of independence, elvas was besieged multiple times. in 1658, spanish commander don luis de haro led a siege against the city. the fort's defenders showed great courage and refused to surrender.","['repeatedly attacked during the war of restoration of independence, it was during the attack on the city of elvas that the fort stood out for its heroic resistance.']",0.32226045504820494,GPT-3-few-shot
34,"repeatedly besieged during the war of restoration of independence, it was during the siege of the city of elvas, led by the spanish commander don luis de haro in 1658, that the fort stood out for its defenders' heroic resistance.","the city of elvas was besieged multiple times during the war of restoration of independence, but in 1658 don luis de haro led a particularly memorable siege. the fort was particularly noted for its heroic defenders who successfully defended the area.","['repeatedly attacked during the war of restoration of independence, it was during the attack on the city of elvas that the fort stood out for its heroic resistance.']",0.40421958909509276,GPT-3-zero-shot
34,"repeatedly besieged during the war of restoration of independence, it was during the siege of the city of elvas, led by the spanish commander don luis de haro in 1658, that the fort stood out for its defenders' heroic resistance.","repeatedly attacked during the war of restoration of independence, it was during the attack on the city of elvas that the fort stood out for its heroic resistance.","['repeatedly attacked during the war of restoration of independence, it was during the attack on the city of elvas that the fort stood out for its heroic resistance.']",0.9610967463908642,Human 1 Writing
34,"repeatedly besieged during the war of restoration of independence, it was during the siege of the city of elvas, led by the spanish commander don luis de haro in 1658, that the fort stood out for its defenders' heroic resistance.","during the war of restoration of independence, the fort was repeatedly attacked. the fort stood out for its historic resistance during the siege of the city of elvas, which spanish commander don luis de haro led in 1658.","['repeatedly attacked during the war of restoration of independence, it was during the attack on the city of elvas that the fort stood out for its heroic resistance.']",0.4735615147291548,Human 2 Writing
34,"repeatedly besieged during the war of restoration of independence, it was during the siege of the city of elvas, led by the spanish commander don luis de haro in 1658, that the fort stood out for its defenders' heroic resistance.","it was often attacked during the war of restoration of independence. in 1658, the spanish commander don luis de haro attacked the city of elvas, and the defenders of the fort gave their lives to save the city.","['repeatedly attacked during the war of restoration of independence, it was during the attack on the city of elvas that the fort stood out for its heroic resistance.']",0.37439314772963744,Muss
34,"repeatedly besieged during the war of restoration of independence, it was during the siege of the city of elvas, led by the spanish commander don luis de haro in 1658, that the fort stood out for its defenders' heroic resistance.","it was besieged repeatedly during the war of restoration of independence. during the siege of the city of elvas led by the spanish commander don luis de haro in 1658, the fort stood out for its defenders'heroic resistance.","['repeatedly attacked during the war of restoration of independence, it was during the attack on the city of elvas that the fort stood out for its heroic resistance.']",0.39644622715315686,T5-3B
35,"republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals, although biden had previously rejected calls to ""defund the police"", a slogan supported by racial justice protesters.","republicans have said that progressives and liberals are responsible for the rise in violent crime and homicides in 2020 and 2021, although biden had previously said no to cutting funds for the police, which many racial justice protesters supported.","['republicans blamed the increase in violent crime in 2020 and 2021 on democrats. however, biden has refused to “defund the police”, a slogan supported by racial justice protesters.']",0.30000674031942937,GPT-3-few-shot
35,"republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals, although biden had previously rejected calls to ""defund the police"", a slogan supported by racial justice protesters.","republicans have attributed the rise in violent crime and homicides in 2020 and 2021 to progressives and liberals, whereas biden had declined to support the ""defund the police"" slogan, favored by racial justice activists.","['republicans blamed the increase in violent crime in 2020 and 2021 on democrats. however, biden has refused to “defund the police”, a slogan supported by racial justice protesters.']",0.31618654025363635,GPT-3-zero-shot
35,"republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals, although biden had previously rejected calls to ""defund the police"", a slogan supported by racial justice protesters.","republicans blamed the increase in violent crime in 2020 and 2021 on democrats. however, biden has refused to “defund the police”, a slogan supported by racial justice protesters.","['republicans blamed the increase in violent crime in 2020 and 2021 on democrats. however, biden has refused to “defund the police”, a slogan supported by racial justice protesters.']",0.9532504668534081,Human 1 Writing
35,"republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals, although biden had previously rejected calls to ""defund the police"", a slogan supported by racial justice protesters.","republicans have blamed the increase in violent crime on progressives and liberals. however,  biden had rejected calls from racial justice protesters to “defund the police.”","['republicans blamed the increase in violent crime in 2020 and 2021 on democrats. however, biden has refused to “defund the police”, a slogan supported by racial justice protesters.']",0.48330525235733757,Human 2 Writing
35,"republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals, although biden had previously rejected calls to ""defund the police"", a slogan supported by racial justice protesters.","republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals. however, biden has said that he would not do anything to make the police less needed.","['republicans blamed the increase in violent crime in 2020 and 2021 on democrats. however, biden has refused to “defund the police”, a slogan supported by racial justice protesters.']",0.43265569729047454,Muss
35,"republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals, although biden had previously rejected calls to ""defund the police"", a slogan supported by racial justice protesters.","republicans have blamed the increase in violent crime and homicides in 2020 on progressives and liberals. biden previously rejected calls to ""defund the police "", a slogan supported by racial justice protesters.","['republicans blamed the increase in violent crime in 2020 and 2021 on democrats. however, biden has refused to “defund the police”, a slogan supported by racial justice protesters.']",0.4576316045066045,T5-3B
36,"robinson returned to west point in 1972 to serve as the 3rd regimental tactical officer, where he was tasked with developing and training cadets.",robinson went back to west point in 1972 as the 3rd regimental tactical officer. his job was to educate and train cadets.,['robinson came back to west point in 1972 to serve as the 3rd regimental tactical officer. he had to develop and train cadets.'],0.6246131800692755,GPT-3-few-shot
36,"robinson returned to west point in 1972 to serve as the 3rd regimental tactical officer, where he was tasked with developing and training cadets.",robinson went back to west point in 1972 and was given the job of developing and teaching cadets as the third regimental tactical officer.,['robinson came back to west point in 1972 to serve as the 3rd regimental tactical officer. he had to develop and train cadets.'],0.4542404973110355,GPT-3-zero-shot
36,"robinson returned to west point in 1972 to serve as the 3rd regimental tactical officer, where he was tasked with developing and training cadets.",robinson came back to west point in 1972 to serve as the 3rd regimental tactical officer. he had to develop and train cadets.,['robinson came back to west point in 1972 to serve as the 3rd regimental tactical officer. he had to develop and train cadets.'],1.0,Human 1 Writing
36,"robinson returned to west point in 1972 to serve as the 3rd regimental tactical officer, where he was tasked with developing and training cadets.","robinson went back to west point in 1972. over there, he was the 3rd regimental tactical officer. he was in charge of coaching new military students and helping them become better.",['robinson came back to west point in 1972 to serve as the 3rd regimental tactical officer. he had to develop and train cadets.'],0.4708997820025432,Human 2 Writing
36,"robinson returned to west point in 1972 to serve as the 3rd regimental tactical officer, where he was tasked with developing and training cadets.",robinson returned to west point in 1972 as the 3rd regimental tactical officer. his main job at west point was to train the new cadets.,['robinson came back to west point in 1972 to serve as the 3rd regimental tactical officer. he had to develop and train cadets.'],0.5165830429712276,Muss
36,"robinson returned to west point in 1972 to serve as the 3rd regimental tactical officer, where he was tasked with developing and training cadets.",robinson returned to west point in 1972 to be the 3rd regimental tactical officer. he was tasked with developing and training cadets.,['robinson came back to west point in 1972 to serve as the 3rd regimental tactical officer. he had to develop and train cadets.'],0.4213886416927988,T5-3B
37,"the activists called out to the russian delegation, stating that the russians were war criminals who didn't have the right to be present at the conference and didn't deserve respect.","the activists shouted at the russian delegation, saying they were guilty of war crimes and didn't deserve to be there or receive respect.",['the activists said that the russians were war criminals and shouldn’t be at the conference.'],0.32558126908284146,GPT-3-few-shot
37,"the activists called out to the russian delegation, stating that the russians were war criminals who didn't have the right to be present at the conference and didn't deserve respect.","the activists shouted at the russian delegation, accusing them of being war criminals and saying that they had no right to attend the conference and did not deserve respect.",['the activists said that the russians were war criminals and shouldn’t be at the conference.'],0.3520303238694044,GPT-3-zero-shot
37,"the activists called out to the russian delegation, stating that the russians were war criminals who didn't have the right to be present at the conference and didn't deserve respect.",the activists said that the russians were war criminals and shouldn’t be at the conference.,['the activists said that the russians were war criminals and shouldn’t be at the conference.'],0.947232744107744,Human 1 Writing
37,"the activists called out to the russian delegation, stating that the russians were war criminals who didn't have the right to be present at the conference and didn't deserve respect.",the activists targeted the russian delegation at a conference. they said russians did not deserve respect nor should be at the conference.,['the activists said that the russians were war criminals and shouldn’t be at the conference.'],0.40910025195129557,Human 2 Writing
37,"the activists called out to the russian delegation, stating that the russians were war criminals who didn't have the right to be present at the conference and didn't deserve respect.","the activists called out to the russian delegation. they said that the russians were war criminals, and that they should not be allowed to be at the meeting.",['the activists said that the russians were war criminals and shouldn’t be at the conference.'],0.5491589683757405,Muss
37,"the activists called out to the russian delegation, stating that the russians were war criminals who didn't have the right to be present at the conference and didn't deserve respect.","the activists called out to the russian delegation, stating that the russians were war criminals who didn't have the right to be present at the conference and didn't deserve respect.",['the activists said that the russians were war criminals and shouldn’t be at the conference.'],0.12064809399463468,T5-3B
38,"the architecture of winchester college is a diverse set of architectural styles, reflecting the multiple periods of building from the college's foundation in 1382, through additions in the medieval and early modern periods, to a major expansion of accommodation in the victorian era and then further extensions at the turn of the 20th century and more recently.","winchester college was built in several architectural styles over its long history, beginning in 1382. additions and extensions were made in the medieval and early modern periods, and then more additions in the victorian era and again in the 20th century.","['the buildings of winchester college have diverse architectural styles. they reflect multiple periods of building from the college’s founding in 1382, through additions in the medieval and early modern periods. they also show big expansions to accommodations in the victorian era and at the beginning of the 20th century and more recently.']",0.4089343304289205,GPT-3-few-shot
38,"the architecture of winchester college is a diverse set of architectural styles, reflecting the multiple periods of building from the college's foundation in 1382, through additions in the medieval and early modern periods, to a major expansion of accommodation in the victorian era and then further extensions at the turn of the 20th century and more recently.","winchester college was founded in 1382, and has since gone through different phases of construction, featuring a variety of architectural styles from medieval, early modern, victorian to 20th century.","['the buildings of winchester college have diverse architectural styles. they reflect multiple periods of building from the college’s founding in 1382, through additions in the medieval and early modern periods. they also show big expansions to accommodations in the victorian era and at the beginning of the 20th century and more recently.']",0.28177532175487785,GPT-3-zero-shot
38,"the architecture of winchester college is a diverse set of architectural styles, reflecting the multiple periods of building from the college's foundation in 1382, through additions in the medieval and early modern periods, to a major expansion of accommodation in the victorian era and then further extensions at the turn of the 20th century and more recently.","the buildings of winchester college have diverse architectural styles. they reflect multiple periods of building from the college’s founding in 1382, through additions in the medieval and early modern periods. they also show big expansions to accommodations in the victorian era and at the beginning of the 20th century and more recently.","['the buildings of winchester college have diverse architectural styles. they reflect multiple periods of building from the college’s founding in 1382, through additions in the medieval and early modern periods. they also show big expansions to accommodations in the victorian era and at the beginning of the 20th century and more recently.']",0.970662404746845,Human 1 Writing
